file_image,file_csv,stem,mask,label,lap_var_norm
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG106_10011.jpg,,IMG106_10011,10011,meme_politik_text,0.02315907255852276
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG109_10011.jpg,,IMG109_10011,10011,meme_politik_text,0.015086158805110403
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG141_10011.jpg,,IMG141_10011,10011,meme_politik_text,0.03879277010965223
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG150_10011.jpg,,IMG150_10011,10011,meme_politik_text,0.045539513895476856
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG151_10011.jpg,,IMG151_10011,10011,meme_politik_text,0.029761189451152834
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG152_10011.jpg,,IMG152_10011,10011,meme_politik_text,0.03980384219507323
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG088_00111.jpg,,IMG088_00111,00111,person_politik_text,0.036375375654363606
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG092_00111.jpg,,IMG092_00111,00111,person_politik_text,0.05518563004043958
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG099_00111.jpg,,IMG099_00111,00111,person_politik_text,0.0034800801027961665
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG100_00111.jpg,,IMG100_00111,00111,person_politik_text,0.031749650771317736
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG102_00111.jpg,,IMG102_00111,00111,person_politik_text,0.0012619757328008964
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG131_00111.jpg,,IMG131_00111,00111,person_politik_text,0.04263134290206128
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG134_00111.jpg,,IMG134_00111,00111,person_politik_text,0.010612107676232892
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG136_00111.jpg,,IMG136_00111,00111,person_politik_text,0.027882935274123326
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG137_00111.jpg,,IMG137_00111,00111,person_politik_text,0.021904069597004524
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG138_00111.jpg,,IMG138_00111,00111,person_politik_text,0.014953954342157509
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG139_00111.jpg,,IMG139_00111,00111,person_politik_text,0.02305997270186013
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG140_00111.jpg,,IMG140_00111,00111,person_politik_text,0.005278306773587891
