file,mask,label,rms_contrast
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG033_00101.jpg,00101,person_text,0.21672099828720093
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG034_00100.jpg,00100,person,0.21514610946178436
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG035_00100.jpg,00100,person,0.19628079235553741
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG036_00100.jpg,00100,person,0.23449626564979553
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG037_00100.jpg,00100,person,0.26521044969558716
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG038_00100.jpg,00100,person,0.32368993759155273
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG039_00100.jpg,00100,person,0.3330175280570984
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG040_00100.jpg,00100,person,0.2471616417169571
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG041_00100.jpg,00100,person,0.2841866612434387
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG042_00100.jpg,00100,person,0.14725476503372192
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG043_00100.jpg,00100,person,0.16968181729316711
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG044_00100.jpg,00100,person,0.23692861199378967
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG045_00100.jpg,00100,person,0.23814888298511505
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG046_00100.jpg,00100,person,0.27468809485435486
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG047_00100.jpg,00100,person,0.21849031746387482
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG048_00100.jpg,00100,person,0.2962680757045746
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG049_00100.jpg,00100,person,0.3750697374343872
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG050_00100.jpg,00100,person,0.3725968599319458
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG051_00100.jpg,00100,person,0.38944166898727417
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG052_00100.jpg,00100,person,0.316058486700058
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG053_00100.jpg,00100,person,0.29558390378952026
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG054_00100.jpg,00100,person,0.1778062880039215
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG055_00100.jpg,00100,person,0.3582651615142822
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG056_00100.jpg,00100,person,0.2680457830429077
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG057_00100.jpg,00100,person,0.3047313392162323
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG058_00100.jpg,00100,person,0.1782490462064743
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG059_00100.jpg,00100,person,0.30149754881858826
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG060_00100.jpg,00100,person,0.24283356964588165
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG061_00100.jpg,00100,person,0.21546876430511475
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG062_00100.jpg,00100,person,0.2767910361289978
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG063_00100.jpg,00100,person,0.28256523609161377
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG064_00100.jpg,00100,person,0.1081516370177269
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG065_00100.jpg,00100,person,0.1823190599679947
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG066_00100.jpg,00100,person,0.201105535030365
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG067_00100.jpg,00100,person,0.14010092616081238
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG068_00100.jpg,00100,person,0.17949563264846802
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG069_00100.jpg,00100,person,0.2205611765384674
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG070_00100.jpg,00100,person,0.19964879751205444
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG071_00100.jpg,00100,person,0.21559804677963257
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG072_00100.jpg,00100,person,0.23174302279949188
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG073_00100.jpg,00100,person,0.22979523241519928
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG074_00101.jpg,00101,person_text,0.21172161400318146
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG075_00100.jpg,00100,person,0.1572399139404297
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG076_00101.jpg,00101,person_text,0.24065981805324554
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG077_00100.jpg,00100,person,0.22582727670669556
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG078_00100.jpg,00100,person,0.22453832626342773
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG079_00100.jpg,00100,person,0.25851601362228394
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG080_00100.jpg,00100,person,0.22583432495594025
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG081_00100.jpg,00100,person,0.19408614933490753
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG082_00101.jpg,00101,person_text,0.2898692190647125
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG083_00100.jpg,00100,person,0.18639880418777466
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG084_00101.jpg,00101,person_text,0.17186231911182404
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG085_00100.jpg,00100,person,0.21898293495178223
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG086_00100.jpg,00100,person,0.1802811473608017
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG087_00101.jpg,00101,person_text,0.3191004693508148
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG088_00111.jpg,00111,person_politik_text,0.2613745331764221
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG089_00110.jpg,00110,person_politik,0.23387491703033447
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG090_00110.jpg,00110,person_politik,0.24389690160751343
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG091_00110.jpg,00110,person_politik,0.15602287650108337
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG092_00111.jpg,00111,person_politik_text,0.20052988827228546
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG093_00110.jpg,00110,person_politik,0.22622649371623993
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG094_00110.jpg,00110,person_politik,0.21485941112041473
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG095_00110.jpg,00110,person_politik,0.2839066684246063
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG096_00110.jpg,00110,person_politik,0.31933432817459106
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG097_00110.jpg,00110,person_politik,0.15943129360675812
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG098_00110.jpg,00110,person_politik,0.3104307949542999
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG099_00111.jpg,00111,person_politik_text,0.2431633621454239
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG100_00111.jpg,00111,person_politik_text,0.2835344970226288
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG101_00110.jpg,00110,person_politik,0.2844822108745575
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG102_00111.jpg,00111,person_politik_text,0.22699573636054993
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG103_00110.jpg,00110,person_politik,0.32917407155036926
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG104_00110.jpg,00110,person_politik,0.3061024248600006
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG131_00111.jpg,00111,person_politik_text,0.1749984472990036
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG132_00101.jpg,00101,person_text,0.29162928462028503
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG133_00101.jpg,00101,person_text,0.28531724214553833
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG134_00111.jpg,00111,person_politik_text,0.4291742444038391
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG136_00111.jpg,00111,person_politik_text,0.29982489347457886
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG137_00111.jpg,00111,person_politik_text,0.2439328134059906
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG138_00111.jpg,00111,person_politik_text,0.3363524377346039
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG139_00111.jpg,00111,person_politik_text,0.2885114848613739
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG140_00111.jpg,00111,person_politik_text,0.23462332785129547
