file_image,file_csv,stem,mask,label,lap_var_norm
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG034_00100.jpg,,IMG034_00100,00100,person,0.01730362124751066
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG035_00100.jpg,,IMG035_00100,00100,person,0.04484478204881824
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG036_00100.jpg,,IMG036_00100,00100,person,0.014471949216553896
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG037_00100.jpg,,IMG037_00100,00100,person,0.04682063329945612
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG038_00100.jpg,,IMG038_00100,00100,person,0.00555524941563125
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG039_00100.jpg,,IMG039_00100,00100,person,0.019560168095690854
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG040_00100.jpg,,IMG040_00100,00100,person,0.012837291940590937
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG041_00100.jpg,,IMG041_00100,00100,person,0.012532788455651908
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG042_00100.jpg,,IMG042_00100,00100,person,0.010759808925409115
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG043_00100.jpg,,IMG043_00100,00100,person,0.03603159916221715
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG044_00100.jpg,,IMG044_00100,00100,person,0.012674085946256979
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG045_00100.jpg,,IMG045_00100,00100,person,0.04102613825591924
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG046_00100.jpg,,IMG046_00100,00100,person,0.0022183316257112047
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG047_00100.jpg,,IMG047_00100,00100,person,0.023581190076570207
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG048_00100.jpg,,IMG048_00100,00100,person,0.01341130878764923
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG049_00100.jpg,,IMG049_00100,00100,person,0.040760908075668574
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG050_00100.jpg,,IMG050_00100,00100,person,0.06350767833050773
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG051_00100.jpg,,IMG051_00100,00100,person,0.002034892688241519
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG052_00100.jpg,,IMG052_00100,00100,person,0.0025436949062469893
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG053_00100.jpg,,IMG053_00100,00100,person,0.004779030305480258
C:\Users\fabia\Desktop\EWS\data\img\img_bin\IMG054_00100.jpg,,IMG054_00100,00100,person,0.040793707081829604
